Statute,Code,Desc,Count
720-5/24-3(A)(d),Nonviolent,UNLAWFUL SALE FIREARM TO FELON,2
720-5/16-15(1)(A),Nonviolent,FINANCIAL ID THEFT,2
720-5/16G-15A1,Nonviolent,ATT IDENTITY THEFT,2
730-150/(8-4)6,Nonviolent,ATTEMPT FAIL TO REPORT CHANGE,2
720-5/24-1A(4),Nonviolent,U.U.W.,2
720-5/17-1(C)(3),Nonviolent,POS CHECK FRAUD IMPLEMENT,2
15-335/14C(a)(3),Nonviolent,MAKE FALSE APPL/AFFIDAVIT,2
720-5/21-3(a)(5)(1),Nonviolent,CRIM TRESPASS VEHICLE IN FIELD,2
720-5/16-16.1(a)(3),Nonviolent,AGG POSS 11-20 STOLEN FIREARMS,2
720-5/26-4(a)(10),Nonviolent,VIDEO/CLOTHES/VIC<18/SEX OFFEN,2
720-5/24-1(A)(2),Nonviolent,UNLAWFUL USE OF WEAPON,2
720-5/16-1(A0),Nonviolent,MIS.THEFT,2
38-16-A-A(1)B+B4,Nonviolent,"THEFT >300<10,000",2
15-335/14A(b)(10),Nonviolent,OBTAIN FIC ID CARD FOR PERSON,2
625-5/4-104(a)(2),Nonviolent,UNAUTHD CERTIF ORIG/SALE/TITLE,2
720-515/4,Nonviolent,PARENTAL CONSENT VIOLATIO,2
720-5/815-515(/3)(A)(1),Nonviolent,ATT.HM RPR FRAUD,2
720-5/19-1(A)(5/8)(1),Nonviolent,(ATT)BURGLARY,2
720-5/12-6(a)(6),Nonviolent,INTIMIDATION/PUBLIC OFFICIAL,2
15-335/14,Nonviolent,COUNTERFEIT STATE ID CARD,2
625-5/11-501(D)(2)(D),Nonviolent,AGG DUI/5,2
720-5/16A-3(/2ND),Nonviolent,RET THEFT (2ND MISD),2
720-5/17-25(b)(1),Nonviolent,SCAN PAYMENT CARD INFORMATION,2
815-175/15-85(A)(3),Nonviolent,FRAUD BY LOAN BROKER,2
720-5/15ILCS335(/14)(B)(B)(1),Nonviolent,ATTEMPT FRAUDULENT I. D. CARD,2
750-5/8-4(19)(|),Nonviolent,ATTEMPT BURGLARY,2
720/8-4(720-5/19-1),Nonviolent,ATTEMPT BURGLARY,2
720-5/16-1(C)(1),Nonviolent,THEFT,2
720-5/625(/5/4)(10)(3)(A),Nonviolent,ATT PSMV,2
720-5/625-5(4)(103{A}1),Nonviolent,ATT.RECEIVE/POSS/SELL STOL.VEH,2
625-5/4-103.3,Nonviolent,ORGANIZE/AGG VEH THEFT CONSPIR,2
720-5/5(/24)(1)(1A),Nonviolent,ATT UUW BY A FELON,2
720-5/19-3(A)/720)(5/5)(8)(4),Nonviolent,ATTEMPT RES.BURGLARY,2
720-5-8-4(A),Nonviolent,ATTEMPT ROBBERY,2
625-5/4-103(A)(1)/720)(5/5)(8)(4),Nonviolent,ATTEMPT PSMV,2
720-5/625-5(/403)(A)(1),Nonviolent,ATTEMPT PSMV,2
720-5/10-2(A)2),Nonviolent,ATTEMPT (AGG KIDNAP/CHILD<13/R,2
15-335/14A(b)(9),Nonviolent,PROVIDE ID/OBTAIN FIC ID CARD,2
720-5/19(/1),Nonviolent,ATT BURGLARY,2
720-5/24-1.6A1,Nonviolent,ATT AGG U U W,2
625-5/4-102(A)(1),Nonviolent,DAMAGE TO MOTOR VEH,2
430-65/2(1)(A),Nonviolent,EXPIRED FOID CARD,2
725-126 1(A)1,Nonviolent,DISORDERLY CONDUCT,2
720/8-4(720-5/19-1(A),Nonviolent,ATT.BURGLARY,2
720-5/16(A)(1)(/16)(1)(B)(4),Nonviolent,THEFT FROM PERSON,2
720-5/32-5,Nonviolent,FALSE PERSON/JUDICIAL/GOVT EMP,2
720-5/8-4-19-1(A),Nonviolent,ATTEMPT BURGLARY,2
730-150(8-4)/6,Nonviolent,ATT.FAILURE TO REPORT ANNUALLY,2
720-5/28-1.1,Nonviolent,SYNDICATED GAMBLING,2
720-5/26-1A4,Nonviolent,ATT DISORDERLY CONDUCT,2
720-5/15-335(/14B),Nonviolent,ATTEMPT POSS FRAUDLENT CARD,2
720-5/250(/8I),Nonviolent,ATT MISUSE CREDIT CARD>$300,2
720-5/19-3(720)(5/8)(4),Nonviolent,ATT BURGLARY,2
720-5/24-1(A)(3)/5Y),Nonviolent,UNLAWFUL USE WEAPONS,2
720-5/33-1(C),Nonviolent,BRIBERY/CAUSE OTHER TO IN,2
720-5/8-4(720/5-31A-1.1(B),Nonviolent,ATT. POSS. CONTRA IN PENAL INS,2
720-5/1-3,Nonviolent,INDIRECT CRIMINAL CONTEMPT,2
720-5/10-1,Nonviolent,ATTEMPT KIDNAPING,2
720-5/10-2,Nonviolent,ATTEMP AGG KIDNAPPING,2
720-5/19-1(A)/)(8)(4),Nonviolent,ATTEMPT BURGLARY,2
720-5/46-2(a),Nonviolent,AGGRAVATED INSURANCE FRAUD,2
720-5/16-1(B)1),Nonviolent,THEFT,2
720-5/24-3(G),Nonviolent,SALE FIREARM/BEFORE 72 HO,2
625-5/4-102(A)(2),Nonviolent,TAMPER W/ MOTOR VEHICLE,2
720-5/12-4(A)8),Nonviolent,AGG.BATT.TO A MERCHANT,2
625-5/11-501(A)(2)(D)(1)(A),Nonviolent,DUI,2
720-5/24-1.6(A)(1)(A)(CLASS)(4),Nonviolent,AGGRAVATED UUW,2
720-5/24-1.1(A)(1)(3)(A),Nonviolent,AGGRAVATED UUW,2
720-5/8-3,Nonviolent,VEH.HIJACKING,2
10-5/29-5,Nonviolent,VOTING MORE THAN ONCE,2
625-5/11-501(A)(2)/D)(1)(A)\)(C)(1)(2),Nonviolent,AGG DUI,2
720-5/32-10(A),Nonviolent,VIO BAIL BOND/POSSESS FIR,2
720-5/32-4b,Nonviolent,JURY COMMISSION/BRIBERY,2
625-5/4-103(720)(5/8)(4),Nonviolent,ATTEMPT PSMV,2
720-5/730-5(/5)(8A)(4.1)(A),Nonviolent,ATTEMPT ESCAPE,2
15-335/14(d),Nonviolent,ID CARD VIO/DUP/MANU/SELL,2
FORGERY,Nonviolent,FORGERY,2
730-5/5(/31)(4)(A),Nonviolent,OBSTRUCTION OF JUSTICE,2
625-5/8-4(4)(103)(A)(1),Nonviolent,ATTEMP PSMV,2
720-5/24-1.6(A),Nonviolent,AGG UUW VEHICLE,2
17-5917 4,Nonviolent,REC CC OF ANOTHER(>2),2
625-5/6-303(D)(4),Nonviolent,FELONY/ DSL,2
625-5/11-501(A)(5),Nonviolent,YJ-219-407,2
625 5 11 3 18 B,Nonviolent,YD 648 165,2
625-5/12-201(b),Nonviolent,YD 648 164,2
720-5(8-4 (A) (720-5/9-1),Violent,ATTEMPT MURDER,2
720-5/9-1(A)(2)/8)(2),Violent,CONSPIRACY TO COMMITT MURDER,2
720-5/12-14(a)(6),Violent,AGG CRIM SEX ASLT/HANDICAPPED,2
720-5/121-4(A)3),Violent,AGG BTRY/HARM/POLICE OFF,2
720-5/8-2(720-5-9-1)(A)(1),Violent,CONSP TO COMMIT 1ST DEGREE MUR,2
720-5/12-2(a)(13),Violent,AGG ASSAULT/DISCHARGE FIREARM,2
720-5/9-1A,Violent,CONSPIRACY TO COMMIT MURDER,2
720/8-4(720-5/12-13(A)(1),Violent,ATTEMPT CRIM SEX ASSAULT,2
720-5/8-2(A)(1),Violent,CONSPIRACY TO COMMIT MURDER,2
720-5/48-2(A),Violent,(ATT) ARMED ROBBERY,2
720-5/33A-2(B),Violent,ARMED VIOLENCE/CATEGORY I,2
720-5/12-2(a)(16),Violent,AGG ASLT/PD/SHERIFF EMP W/FIR,2
720-5/12-4(B)8.5),Violent,AGGRAVATED BATTERY,2
720-5-9-2,Violent,MURDER 2ND DEGREE,2
720-5/9-1(A)(1)/)(8)(4),Violent,(ATT)MURDER/INTENT TO KILL/INJ,2
720-5/ 8-4(720-5/18-5(A),Violent,ATTEMPT AGGRAVATED ROBBERY,2
720-5/12-4B18,Violent,ATT AGG BATT TO PEACE OFFICER,2
720-5/9720-5(/9)(1)(A)(1),Violent,(ATT)MURDER/INTENT TO KILL/INJ,2
720-5/8-2(/38)(9)(1)(A2),Violent,CONSPIRACY (MURDER),2
720-5/8-2<720-5/9-1(A)(1),Violent,CONSPIRACY/1ST DEGREE MURDER,2
720-5/4-B(8),Violent,AGG.BATT.ON PUBLIC WAY,2
720-5/9-3(b),Violent,RECKLESS HOMICIDE/.08 ALC/DRUG,2
625-5/11-501(A)(D)(F),Violent,DUI/ACCIDENT/DEATH,2
720/8-4(720/5-9(A)(1),Violent,ATT MURDER/INTENT TO KILL/INJ,2
625-5/11-501(D)(1)(F)(2),Violent,AGG DUI/ACCIDENT/DEATH,2
720-5/12-2(a)(14),Violent,AGG ASSAULT/CORRECTIONAL OFF,2
720 -8/4(720-5/9-1,Violent,ATTEMPT MURDERTO KILL/INJURE,2
720-5/12-4()(18),Violent,AGG.BATTERY/OFFICER,2
625-5/11-501(A)(D)(1)(C),Violent,AGG DUI/ACCIDENT/BODILY HARM,2
720-5/18-4(a)(6),Violent,AGG VEH HIJACKING/DISCH/HARM,2
720-5/18-2(A)8)(4)(A),Violent,ATT ARMED ROBBERY,2
720-5/12-3.3,Violent,SOLICITATION/AGG DOMESTIC BATT,2
720-5/12-3(A)(2),Violent,BATTERY,2
710-5/12-2(a)(16),Violent,AGG ASLT/PD/SHERIFF EMP W/FIR,2
720-5/8-2(A)38)(9)(1A)(1),Violent,CONSPIRACY TO COMMIT MURDER,2
720-5/8-4(C)(1)(A)(720-5/9-1),Violent,ATT (MURDER),2
720-55/12-4(A),Violent,AGG BATTERY/GREAT BODILY HARM,2
720-5/9-1(5/8)(2),Violent,CONSPIRACY TO COMMIT MURDER,2
720-5/18-2(a)(3),Violent,ARMED ROBBERY/DISCH FIREARM,2
720-5/9(A)(1),Violent,(ATT) MURDER/INTENT TO KILL IN,2
710-5/12-2(A)(16),Violent,AGG ASLT/PD/SHERIFF EMP W,2
720-5/9-1(A)(1)720)(5/8)(2),Violent,CONSPIRACY TO COMM/MURDER,2
720-5/8-4(720-\9-1(A)(1)),Violent,ATTEMPT FIRST DEGREE MURDER,2
720-5/12-16(e),Violent,AGG CRIM SEXUAL ABUSE/RETARDED,2
625-5/11-501(A)(D)(1)(F),Violent,AGG DUI/ACCIDENT/DEATH,2
720-5-8-4-18-5,Violent,ATTEMPT AGG ROBBERY,2
720-5/12-4.3A,Violent,ATT AGG BATTERY OF A CHILD,2
720-5-12-3A2,Violent,BATTERY,2
720-5/10-2(A)(7),Violent,AGG KIDNAPING DISCH FIREA,2
720-5-/8-4(720-5/9-1),Violent,ATT FIRST DEGREE MURDER,2
720-5/12-15(A)(1)(2),Violent,CRIMINAL SEXUAL ABUSE FORCE,2
720-5/9-1(A),Violent,CONSPIR TO COMMITT 1ST DEGR MU,2
720-5/12-11(A2),Violent,CON(HOME INVASION/CAUSE INJURY,2
720-5/11-6.5(a)(1)(ii),Violent,IND SOL ADULT/13<17/PENETRATE,2
720-5/12-15(A)1),Violent,CRIMINAL SEXUAL ABUSE,2
720-5/10-2(A)(4),Violent,CONSPIR.TO COMMIT AGG. KIDNAP,2
720-5/14-B(8),Violent,AGG.BATTERY,2
720-5/5(/9)(1)(A)1),Violent,CONSPI TO COMM MURDER,2
720-5/12-21(a)(4),Violent,CRIM AB/NEGL PHYSICAL AB/DEATH,2
720-5-(8-4)720-5/9-1),Violent,ATTEMPT FIRST DEGREE MURDER,2
720-5/8-4 720 5-18-4(A)(4),Violent,AGG VEHICLE HIJACKING/FIREARM,2
625-5/11-501(D)(I)(F)<2>),Violent,AGG DUI/DEATH OF ANOTHE,2
625-5/11-501(A)(2)/)(D)(1)(C),Violent,AGG DUI/GREAT BODILY HARM,2
720-5/12-4.7(a),Violent,DRUG INDUCE INFLIC/BODILY HARM,2
720-8/8-2(A)(720)(5/9)(1),Violent,CONSPIRACY TO COMMIT MURDER,2
720-5/12-14(A)(6),Violent,AGG CRIM SEX ASLT/HANDICA,2
720-5/12-2(a)(8),Violent,AGG ASSAULT/TRANSP SYSTEM EMP,2
720-5/ 8-2(720-5/9-1(A)(1),Violent,CON (MURDER),2
720-5/9-1(A)(1)8)(4),Violent,ATT MURDER,2
720-5/12-4.2(A)1),Violent,CONAGG BATT W/FIREARM/PERSON,2
720-5/12-15(b),Violent,CRIM SEX AB/AC <17 VIC 9-16,2
720-5/12-16(A)4),Violent,ATTEMPT( AGG CRIM SEX ABUSE/VI,2
720-5/12-4(B)(18)(3),Violent,ATT AGG BATTERY,2
720-5/12-4.2(A),Violent,AGG BATT W/FIREARM,2
720-5/8-4(720-5)9-1(A)(1),Violent,(ATT) MURDER/INTENT TO KILL/IN,2
720-5/9-3,Violent,INVOLUNTARY MANSLAUGHTER,2
720-5/16-12(16)(D),Violent,AGG CRIM SEX ABUSE,2
720-59(8-4)/9-1(A)(1),Violent,ATTEMPTED MURDER,2
720-5/9-1()720)(5/9)(1)(A)(1),Violent,CONSPIRACY COMMIT MURDER,2
720-5/11-6(a)(2),Violent,INDECENT SOL/ASSAULT/CHILD<13,2
720-5/31A-1.1(d),Drug,BRING/POSS/ALCOHOL/PENAL INST,1
720-570/401(B)1),Drug,DLRY. CONT. SUBST.,1
720-570/401(G),Drug,ATT (MAN/DEL CONT SUB),1
720-5/570(/404B),Drug,ATT DEL LOOKALIKE SUBSTANCE,1
720-570/402(a)(7)(C)(ii),Drug,POSS 600<1500 OBJECTS/PART LSD,1
720-570/401(7.5)(D)(B)(1)(2),Drug,POSSESS WITH INTENT TO DELIVER,1
720-570/312(f),Drug,CONTROLLED SUBSTANCE LABEL/1ST,1
720-570/401(A)(6),Drug,MFG/DEL 200+GR METH/AMPH/ANLG,1
720-570/401(D)(720)(5/8)(4),Drug,ATTEMPT DELIVERY OF CONT SUBS,1
720-5/8-4(C)570/402(C),Drug,ATTEMPT PCS,1
720-5/402(2)(A),Drug,ATTEMPT POSSESS 15<100 GRAMS C,1
720-646/15(B)(1)(B),Drug,AGG METH MANUF/CHD/<15GR,1
720-8-4(A)/ 720-570-402(C),Drug,ATTEMPT PCS,1
720-5/8-2(\31A)(1.1)(A2),Drug,ATT CON BRG/CANNIBIS PENAL INS,1
720-646/60-B(2),Drug,POSS.CONT.SUB.,1
720-570/401C(7.5),Drug,MFG 10>30 PILLS ECSTASY/ANALOG,1
720/570/405.1(A);407(B)(2)/401(D),Drug,CRIMINAL DRUG CONSPIRACY,1
720-570/401(A)(1)(C)(2),Drug,MFG/DEL >1 < 15 GR HEROIN/ANLG,1
720-570/406(A)(2),Drug,MFG UNAUTHD SUBSTANCE/SUB,1
720-570/401(/)(B)(11),Drug,MFG/DEL 200+ SCHED I&II/ANLG,1
720/5/8-4(570/401(D),Drug,ATT. PCS WITH INTENT,1
720-550/8(D),Drug,PRODUCE >50 CANNABIS PLAN,1
PCS,Drug,POSSESSION OF CONTROLLED SUB=5,1
720-5/1401(3),Drug,ATT (MAN/DEL CONT SUB),1
720-5/31A-1()(A)(2),Drug,CON/BRG CANNIBIS PENAL INST,1
720-570/402(A)(1)(D),Drug,POSSESS 900 + GRAMS HEROIN,1
720-646/20(A)(1),Drug,METH PRECURSOR/30<150 GRA,1
720-5/750-570(/402)(C),Drug,ATTEMPT PCS,1
720-570/401C1,Drug,PCS W/INTENT TO DELIVER,1
720-646/60A-B(2),Drug,POSS.CONT.SUB.,1
720-570/401.1(A),Drug,CONTROLLED SUB TRAFFICKING,1
720-570/405.1A(/401)(C)(1),Drug,CRIMINAL DRUG CONSPIRACY,1
720-646/60(A)1),Drug,POSS.OF METH,1
720-646/60,Drug,PCS (METHAMPHETAMINE),1
720-646/55A-1(2B),Drug,DLY.CONT.SUB.,1
720-570/401(C)(7.5)(II),Drug,MFG 10>15 PILLS ECSTASY/A,1
720-600/3.5(A),Drug,POSSESS DRUG PARAPHERNALI,1
720-5/570(/402A2A),Drug,ATT POSS CONT SUBS,1
720-570/401.1(A)(401)(CC)(2),Drug,CRIMINAL DRUG CONSPIRACY,1
720-646/55(B)(1)(D),Drug,AGG DELMETH/SCHOOL/<5GRAMS,1
720-570/401(c)(3),Drug,MFG/DEL 10-15 GR MORPH/ANALOG,1
720-570/405.1(\401)(C)(2),Drug,CRIM DRUG CONSPIRACY,1
720-570-402(A)(6.5)D,Drug,POSSESSION OF CONTROLLED SUBST,1
720-570(8-4)/404(B),Drug,ATT MFG/DISTRIB LOOK-ALIKE SUB,1
720-570/402(A)(7)(A),Drug,POSSESS 15<100 GRAMS LSD/ANLG,1
720-550/5-B,Drug,POSS.CANNABIS,1
720-550/5(A),Drug,MFG/DEL CAN 2.5<10 GRAMS/SCH,1
720-570-402-5/8,Drug,ATTEMPT P.C.S.,1
720-550/5.1,Drug,CANNABIS TRAFFICKING,1
720-570/401(2)(A),Drug,P.C.S.W/INTENT,1
56-1/2-440(D),Drug,POSSESSION OF CANNABIS,1
720-570/402(A)(10.5),Drug,POSSESS 30+ GRAMS KETAMINE,1
720-570/401(c)(10.5),Drug,MFG/DEL 10<30 GR KETAMINE,1
720-570/402(A)(1)(B),Drug,POSSESS 100<400 GRAMS HER,1
720-570/4(D),Drug,"POSS,CANNABIS",1
720-570/401(a)(2)(d),Drug,ATTEMPT(MANU/DEL 900+ GR COCAI,1
720-570 8-4/404(B),Drug,ATT.MFG/DISTRIB LOOK-ALIKE SUB,1
720-570/402(A)(3)(A),Drug,POSSESS 15<100 GRAMS MORP,1
720-/8-4 (720-570-402(C),Drug,ATTEMPT POSS CON SUB,1
720-570/406-B(6),Drug,ATT POSS ILLEG PRESCRIPTN FMS,1
720-570/401(d)(ii),Drug,OTHER AMT LSD/ANALOG,1
720-570/(8-4)402 C,Drug,ATTEMPT POSS.CONTROLLED SUB.,1
720-570/402(A)(7.5)(B)(II),Drug,POSS 200>600 PILL ECSTASY,1
720-5/402,Drug,ATTEMPT PCS,1
720-5/31A-1.1(B)(I),Drug,POSS CANNABIS PENAL INST,1
720 570-401(C)(2),Drug,PCS W/INTENT DEL 1<15 GR COCOI,1
720-570/405.1({A}),Drug,CRIMINAL DRUG CONSPIRACY,1
720-550/5.1(A),Drug,CANNABIS TRAFFICKING,1
720-570/(8-4)401(D),Drug,ATTEMPT DCS,1
720-570/401-C,Drug,POSS.CONT.SUB.,1
720-5/570(/401D),Drug,ATT DEL CONT SUBS,1
720-570/402(A)(7)(A)(II),Drug,POSSESS 15<200 OBJECT/PAR,1
225-446/85(1),Nonviolent,EMPLOYEE FAIL RETURN FIRE,1
720-5/15(335/14AB),Nonviolent,ATT POSS FICTITIOS ID CARD,1
720-5/26,Nonviolent,ATTEMPT DISORDERLY CONDUCT,1
720-5/16-1(A)(4)A\B2),Nonviolent,THEFT RSP >$300 2ND,1
720-5/15-33(/14A)(B)(2),Nonviolent,ATTEMPT UNLWFL POSS. FRAUD. ID,1
POSS B TOOLS,Nonviolent,POSSESSION OF BURGLARY TOOLS=3,1
720-5/16-1A1C(/B1),Nonviolent,THEFT < $300,1
625-5/4-105(a)(1),Nonviolent,"FORGE REGISTRATION, ETC",1
625-5/11-501(A)(2)(D)(1)(6),Nonviolent,AGG.DUI,1
720-295/1a,Nonviolent,DECEPTIVE ADVERTISING,1
720-5/24-1(A)(4)(M),Nonviolent,UNLAWFUL USE WEAPONS,1
625-5/8-4(6)(301.2B1),Nonviolent,ATT POSS FRAUD DL,1
720-5/A(16G)(5)(A)(2),Nonviolent,ATTEMPT IDENTITY THEFT,1
625-5/4-102(a)(3),Nonviolent,FAIL REPORT UNCLAIMED VEH/1ST,1
625-5/11-501(A)/)(C)(1)(2.1),Nonviolent,AGG DUI,1
124-34-14-B(B1),Nonviolent,MAKING FALSE APPLICATN,1
730-5/5-8A(4.1)(C),Nonviolent,ESC/VIOLATE MONITORING WE,1
720-5/18-4(a)(5),Nonviolent,AGG VEH HIJACKING/DISCHARGE,1
720-5-8-4/19-3(A),Nonviolent,ATTEMPT RES BURGLARY,1
720-5/16-1(A)(4)A\B1),Nonviolent,THEFT RSP > $300,1
720-5/17-3(A)1),Nonviolent,ATTEMPT FORGERY,1
720-5/33A-2(II)3),Nonviolent,ARMED VIOL/CATAGORY II WE,1
720 5 8-4 (720 5 17-3(A) (2),Nonviolent,ATTEMPT FORGERY,1
720-16-1A(1),Nonviolent,UNLAWFUL USE REC SOUND/SELL,1
720-5/11-6(A)1),Nonviolent,INDCENT SOL/PREDATORY/AGG,1
720-5/17-3(A)(1)+720),Nonviolent,ATTEMPT FORGERY,1
720-250/10,Nonviolent,SELLS ON BAD CARD >$150,1
B,Nonviolent,BURGLARY=720-5\19-1,1
720-5/21-4(A),Nonviolent,CRIM DMG/STATE PROP/KNOW/,1
720-5/24-1.6(A)(1)3)(A),Nonviolent,AGG.UUW BY A FELON,1
720-5/8-4-(19-1),Nonviolent,ATTEMPT BURGLARY,1
720-5/16-1B,Nonviolent,ATT (THFT BY DECEPT),1
625-5/11-501(A)(1)(B)(),Nonviolent,CLASS A MISDEMEANOR,1
720-5/8-2(38)(16A)(3),Nonviolent,CON (RETAIL THEFT),1
720-5/11-16,Nonviolent,ATT (PANDERING),1
625 5//-501,Nonviolent,DUI 6+,1
305-5/8A-6(a)(5),Nonviolent,"PUBLIC AID FRAUD >$10,000",1
720-5/521-2,Nonviolent,CRIMINAL TRESP TO VEHICLES,1
720-5/28-1(720)(5/28)(1)(1),Nonviolent,GAMBLING,1
625-5/6-301.2(B)(12),Nonviolent,POSS FRAUD DL/SUSP/REVOKE,1
720-5/24-1.1(A).),Nonviolent,UNLAWFUL USE OF WEAPONS,1
720-5/33-2,Nonviolent,FAIL TO REPORT BRIBE,1
720-5/24-1(A)(4)(C)(1.5),Nonviolent,UUW W/ 100FT OF SCHOOL,1
740-90/5,Nonviolent,OBTAIN LODGING W/O PAYMEN,1
720-5/11-20.1(a)(5),Nonviolent,CHIL PORN/PARENT PERMIT PERF,1
720/5 8-4/720 5 16-8(A) (1),Nonviolent,ATT UN USE OF INIDENT SOUND RE,1
720-5/24.1(A)(4),Nonviolent,U.U.W.,1
720 5 8/4 16G-15(A)(1),Nonviolent,ATTEMPT IDENTITY THEFT,1
720-5/16-1(A)(1)B\B1),Nonviolent,THEFT < $300,1
720-5/11-9.4(b),Nonviolent,SEX OFFENDER LOITER 500' PARK,1
720-5/24-3.5(C),Nonviolent,PURCH 1 FIREARM/FALSE INF,1
430-65/14(d)(5),Nonviolent,FALSE INFO ON FOID APPLICATION,1
720-5/16-1(a)(1)(2),Nonviolent,CONSPIRACY (THEFT/UNAUTHD CONT,1
720-8/4(5/24)(1.1)(A),Nonviolent,ATTEMPT UUW BY FELON,1
815-515/5(B),Nonviolent,AGG UNCONSCN AGRMNT >$10K,1
735-5/9-316.1(b),Nonviolent,INDIV VIOLATE TENANT DUTY,1
15-335/14B(B)(2),Nonviolent,POSS/DISPLAY FRAUD ID/ANO,1
720/5-8-4(18-1),Nonviolent,ATTEMPT ROBBERY,1
815-515/3(a)(4),Nonviolent,MISREPRESENT NAME >$1000,1
625-5/5-101(a),Nonviolent,NO LICENSE/NEW VEHICLE DEALER,1
720-5/21-3(A)(2),Nonviolent,CRIMINAL TRESPASS TO LAND,1
625-5/6-301.1,Nonviolent,DUP/MFG/SELL FALSE DRIVER LIC,1
720-5/8-2(38)(17)(1),Nonviolent,CON (DECEPT PRACTICE),1
720-5/14-2(A),Nonviolent,EAVESDROP/WITHOUT CONSENT,1
820-305/25.5(A)(1),Nonviolent,WRKER COMP/FRAUDULENT CLA,1
625-5/8-4(103A1),Nonviolent,ATT PSMV,1
720-5/16B-2(d),Nonviolent,LIBRARY THEFT/FAIL TO RETURN,1
7205/8-4(A)/ 720-5/24-1.1,Nonviolent,ATTEMPT POSS / USE FIRE ARM,1
720-5-16-1(A)(B)(1),Nonviolent,THEFT,1
720-5/46-1.1(A),Nonviolent,FRAUD GOVERNMENTAL ENTITY,1
720-5/26-1(A)(11),Nonviolent,DISORDERLY CONDUCT,1
720-5/17,Nonviolent,FORGERY,1
720-5/18,Nonviolent,AGGREVATED ROBBERY,1
720-5/31-5(720)(5/8)(4),Nonviolent,ATTEMPT CONCEAL/AID FUGITIVE,1
225-60/50,Nonviolent,PRACTICE MEDICINE W/O LICENSE,1
720 5-8-4 A 720 5 16-7(A) (2),Nonviolent,ATT SE OF UNIDENTIFIED SOUND R,1
720-5/16A-10(1),Nonviolent,RETAIL THEFT,1
720-5/21-1(M),Nonviolent,CRIM DAMAGE TO PROP,1
720-5/16-1A1A,Nonviolent,ATTEMPT THEFT,1
38-8-4 (38-18-4),Nonviolent,ATT AGGR VEH HIJACKING,1
720-5/225-60(50//225)(60)(59),Nonviolent,ATTEMPT TO PRACTICE MEDICINE,1
720-5/15-335(/14)(A)(1)(B)(1),Nonviolent,ATT POSS OF FICT ID CARD,1
720-5/8,Nonviolent,ATT UU UNID SND/AU/VS RECRDG,1
625-5/11-501A2(/A)(1)(1),Nonviolent,AGG D U I,1
720-5/12-6(A)(4),Nonviolent,INTIMIDATION/ACCUSE OF OF,1
720-5/10A-10(b)(2),Nonviolent,INVOL SERV/MINOR<17,1
720-5/14-2(a),Nonviolent,EAVESDROP/WITHOUT CONSENT/1ST,1
15-335/14B(B)(1)/8)(4)(A),Nonviolent,(ATT)POSS FRAUDULENT ID CARD,1
225-447/45-50(a)(1),Nonviolent,PRAC W/O LIC/DETECTIVE 2ND+,1
730 ILCS 150/10,Nonviolent,VIOLATION SEX OFFENDER REG ACT,1
720-5/16A-3(E),Nonviolent,RET THEFT/SHOP CART/<$150,1
720-5/26-1(A)(4)(720)(8/4),Nonviolent,ATTEMPT FALSE REPORT OF OFFENS,1
720-5/625-5(/4)(103)(A)(1)0),Nonviolent,ATTEMPT POSS/STOLEN MOTOR VEH,1
720-5/16-1(A))1),Nonviolent,THEFT,1
430-65/14(D)(5),Nonviolent,FALSE INFO ON FOID APPLIC,1
720-5/8-4 / 720-5/16-(A),Nonviolent,ATTEMPT THEFT,1
720-5/21-1(1)(e),Nonviolent,DEPOSIT STINK BOMB/DAMAGE<$300,1
625-5/11-401(D),Nonviolent,FAIL TO REPORT ACCIDENT/DEATH,1
720-5/31-4(c),Nonviolent,OBSTRCT JUSTICE/LEAVE STATE,1
720-5/17-302,Nonviolent,ATTEMPT FORGERY,1
720-5/16G-20A,Nonviolent,ATT AGG ID THEFT,1
720-5/5(/19)(4)(A)2),Nonviolent,ATTEMPT CRIM TRESPAS RES,1
720-5/24-1(6),Nonviolent,POSS FIREARM SILENCER,1
720-5/16-1(2)(A)(1),Nonviolent,THEFT,1
720-5/ATTEMPT(THEFT),Nonviolent,,1
720-5/430-65(/3)(A),Nonviolent,(ATT)ATTEMPT UUW,1
720-5/24-1(A)(M),Nonviolent,UNLAWFUL USE WEAPONS,1
720-5/19-4(A)(1),Nonviolent,CRIM. TRESPASS TO RESIDENCE,1
720-5/31-6(C)(5),Nonviolent,FELON PROBATIONER ESCAPE,1
720 5-8-4 16-8 (A) (1),Nonviolent,ATTEMMPT UNL USE UN SOUNDS REC,1
720-5/21-5(A),Nonviolent,CRIM TRES ST SUPP LAND,1
625-5/6-301.2(B)7),Nonviolent,FRAUD DR LICS/PERMIT,1
720-5/17-1(E),Nonviolent,DECEPTIVE PRACTICE,1
730-5/24-1(A)(10),Nonviolent,UNLAWFUL USE OF A WEAPON,1
720-5/625-5(/4)(105.5),Nonviolent,ATTEMPT POSSESSION OF A TITLE,1
625-5/11-204(A),Nonviolent,FLEEING AND ELUDING,1
720-5/31-7(E),Nonviolent,ATTEMPT( AID FELON ESCAPE/PEAC,1
720-5/24-1(A)(5),Nonviolent,EX-CON/SET SPRING GUN,1
720-5/8-4 / 720-5/16-7(A)(2),Nonviolent,ATTEMPT UNLAWFL USEREC SOUND S,1
720/5-8-4(18)(1),Nonviolent,ATTEMPT ROBBERY,1
